term	year	subject	label	number	description	prereq	hours	geneds
Fall	2023	ACE	Economics of Food and Environmental Justice	255	"Access to food and a healthy environment varies across rural/urban location, race, gender, and income in the U.S. Students in this course will analyze questions of ""food justice"" and ""environmental justice"" through the lens of economic theory. Students will learn important concepts in the scholarship of minority cultures, learn facts about how food security and experience of environmental quality varies among groups in the U.S., and learn how to use economic theory to understand those patterns and analyze policies to correct inequities."		3 hours	Cultural Studies - US Minority,Social & Beh Sci - Soc Sci
Fall	2023	ACE	Applied Statistical Methods and Data Analytics I	262	Statistics is a key tool in the data analysis process, which involves data collection, data description, data analysis, and results interpretation. ACE 262 discusses how to collect data and how to analyze these data using descriptive statistics. Descriptive statistics help summarize the data in a meaningful way and identify possible patterns. The course also introduces random variables, probability distributions, hypothesis testing, simple linear regression, and the theoretical underpinnings of these concepts. An emphasis is placed on examples from the field of economics, but other areas are represented as well. Course content enhances students’ critical thinking skills and their ability to apply appropriate models to professional and everyday problems. Credit is not given toward graduation for ACE 262 if credit for any of ECON 202, CPSC 241, STAT 100, or equivalent has been earned.		3 hours	Quantitative Reasoning I
Fall	2023	ACE	Applied Statistical Methods & Data Analytics 2	264	Offers the statistical and econometric tools to describe and understand common economic issues. The emphasis will be on the multiple regression model and its associated extensions regularly used to overcome traditional econometric issues. The course will introduce and use an advanced statistical software for hands-on exercises. No prior experience with the software is expected or required. Credit is not given toward graduation for ACE 264 if credit for ECON 203 or equivalent has been earned. 	ACE 262 or equivalent.	3 hours	
Fall	2023	ACE	Consumer Economics	270	Introduction to the study of the consumer in the American economy; sources of consumer information and consumer protection; and examination of current consumer issues within an economic framework. 	ACE 100 or ECON 102.	3 hours	
Fall	2023	ACE	Off-Campus Internship	293	Supervised, off-campus experience in a field directly pertaining to a subject matter in agricultural and consumer economics. Approved for S/U grading only. May be repeated, up to 4 hours in the same semester, to a maximum of 10 hours. Independent Study courses are limited to 12 hours total applying to a degree in ACES. 	Sophomore standing, cumulative GPA of 2. 5 or above at the time the internship is arranged, and consent of instructor.	1 TO 4 hours	
Fall	2023	ACE	On-Campus Internship	294	Supervised, on-campus, learning experience with faculty engaged in research. Approved for S/U grading only. May be repeated up to 4 hours in a semester, to a maximum of 10 hours. Credit is not given for more than a total of 12 hours of Independent Study (IND) courses applying to a degree in ACES. 	Sophomore standing, cumulative GPA of 2. 5 or above at the time the internship is arranged, and consent of instructor.	1 TO 4 hours	
Fall	2023	ACE	Independent Study	295	Individual or small group research, special problems, or other studies under the supervision of an appropriate member of the faculty. Approved for Letter and S/U grading. May be repeated up to 4 hours in the same term, but no more than 12 hours of special problems, research, thesis and/or individual studies may be counted toward the degree. 	Cumulative GPA of 2.5 or above at the time the activity is arranged, and consent of instructor.	1 TO 4 hours	
Fall	2023	ACE	Intermediate Applied Microeconomics	300	Why could energy policy affect the profitability of farmers? Is it better to help families in developing countries with food aid or mini cash grants? Who will bear the cost of a carbon tax? Microeconomic theory helps us answer many important questions about markets and human behavior. Students will learn rigorous intermediate microeconomic theory through applications to areas such as agriculture, development, finance, consumer behavior, and the environment. Credit is not given toward graduation for both ACE 300 and ECON 302. 	ACE 100 or ECON 102; MATH 220, MATH 221, MATH 234, or equivalent.	3 hours	
Fall	2023	ACE	Natural Resource Economics	310	Economic principles are used to analyze a broad range of natural resource policy and management issues. Economic concepts developed include public goods, social welfare, discounting, dynamic efficiency, and resource scarcity. Natural resources examined include biodiversity, fisheries, forests, minerals, soil, and water resources. Same as ENVS 310 and NRES 310. 	ACE 100 or ECON 102.	3 hours	
Fall	2023	ACE	Principles of Public Policy	321	Same as ACCY 321, BADM 303, and PS 321. See PS 321.		3 hours	
Fall	2023	ACE	Food Marketing and Behavior	335	This course will explore the food choices consumers make and what this means in the food and agribusiness industries. Students will also learn how to conduct basic research related to consumer behavior, including developing a research question, designing high quality surveys/experiments, and analyzing data.		3 hours	
Fall	2023	ACE	Issues&Careers in Applied Econ	341	Students study contemporary issues and career opportunities associated with various concentrations in the Department of Agricultural and Consumer Economics. An in-depth dialogue with industry professionals helps develop an understanding of the skill sets needed to succeed in each of the different career paths discussed. May not be repeated for credit.		1 OR 2 hours	
