term	year	subject	label	number	description	prereq	hours	geneds
Spring	2024	THEA	Scenic Painting III	469	Study and apply advanced materials, techniques, and skills of scenic painting. Students will work to improve their own skills and techniques, with an emphasis on techniques, mediums, surfaces, and process. This is the most advanced level of the Scenic Painting sequence. 3 undergraduate hours. 3 graduate hours. May be repeated to a maximum of 6 hours in separate terms. 	THEA 427 and THEA 428.	3 hours	
Spring	2024	THEA	Acting Studio IV: Dynamics	475	Continuing development of movement and voice skills for actors. Enrollment limited to Theatre majors. 1 undergraduate hour. No graduate credit. 	THEA 471, THEA 472, THEA 473 and THEA 474, and concurrent enrollment in THEA 476, THEA 477 and THEA 478.	1 hours	
Spring	2024	THEA	Acting Studio IV: Voice	476	Advanced training in voice and speech for the stage with emphasis on dialects. Enrollment limited to Theatre majors. 2 undergraduate hours. No graduate credit. 	THEA 471, THEA 472, THEA 473 and THEA 474, and concurrent enrollment in THEA 475, THEA 477 and THEA 478.	2 hours	
Spring	2024	THEA	Acting Studio IV: Movement	477	Advanced training in unarmed stage combat and quarterstaff. Enrollment limited to Theatre majors. 2 undergraduate hours. No graduate credit. 	THEA 471, THEA 472, THEA 473 and THEA 474, and concurrent enrollment in THEA 475, THEA 476 and THEA 478.	2 hours	
Spring	2024	THEA	Acting Studio IV: Acting	478	Studies in the techniques of acting for the camera and cold readings; analysis of distinguished film acting. Scenes are recorded in the television studio. Enrollment limited to Theatre majors. 3 undergraduate hours. No graduate credit. 	THEA 471, THEA 472, THEA 473 and THEA 474, and concurrent enrollment in THEA 475, THEA 476 and THEA 477.	3 hours	
Spring	2024	THEA	Preparation for Auditions	479	Each actor, through extensive research, prepares a portfolio of audition pieces for the opportunities imminent before and after graduation for resident companies, commercial productions, and film, or professional graduate schools. Enrollment limited to Theatre majors. 2 undergraduate hours. 2 graduate hours. 	THEA 375, THEA 376, THEA 377, THEA 378.	2 hours	
Spring	2024	THEA	Content Creation 2: Motion Graphics & VFX for Media Design	482	Lecture/Studio Course focused on creating motion graphics & video special effects content. There is special emphasis on producing media assets to be used as a part of live performance of dance, theatre and music theatre. Lecture and classwork projects are intended to explore and develop skills in preparing still images and animating them into motion video. 3 undergraduate hours. 4 graduate hours.		3 OR 4 hours	
Spring	2024	THEA	Professional Internship	490	Professional work with an approved host theatre or institution in an area related to the student's academic program; exposure to and participation in professional theatre. Full documentation and approval of internship activities required. 0 to 14 undergraduate hours. 0 to 12 graduate hours. Approved for S/U grading only. May be repeated in the same or subsequent terms, if topics vary. 	Junior, senior, or graduate standing in Theatre; consent of Internship Coordinator.	0 TO 14 hours	
Spring	2024	THEA	Advanced CAD Drafting for Lighting Designers	491	Advanced practical study of CAD drafting for lighting designers and technicians utilizing current industry software. 3 undergraduate hours. 4 graduate hours. 	THEA 437.	3 OR 4 hours	
Spring	2024	THEA	Lighting Opera & Musicals	493	An advanced study of techniques used for lighting musicals and operas through paper projects and various lectures. 3 undergraduate hours. 4 graduate hours.		3 OR 4 hours	
Spring	2024	THEA	Capstone Project	495	This course is intended for students to demonstrate their proficiency, creativity, ability, and authority as a professional in their specific area of study. Students will implement the knowledge gained in courses taken and production to prove their understanding and skills in a culminating project. 1 undergraduate hour. No graduate credit. May be repeated to a maximum of 2 hours in separate terms. 	Enrollment by permission of area chair.	1 hours	
Spring	2024	THEA	Professional Exploration	496	This course is intended to provide an opportunity for students to broaden their understanding of the entertainment field and network with working professionals. It will also serve to gain more experience in a specific area of expertise and receive certification in those areas making candidates more marketable and well positioned to enter the industry upon graduation. 1 undergraduate hour. No graduate credit. May be repeated in the same or separate semesters to a maximum of 2 hours, if topics vary. 	Restricted to theatre majors with Junior or Senior standing only.	1 hours	
Spring	2024	THEA	Audio Engineering II	498	Rotating Topics: Project-based study of professional techniques in sound system applications and design for sound reinforcement in music, theatre and architectural applications. 3 undergraduate hours. 3 graduate hours. May be repeated in separate semesters for up to 12 hours for undergraduate students and up to 18 hours for graduate students. 	THEA 497: Audio Engineering I.	3 hours	
Spring	2024	THEA	Structures for the Stage II	522	The incorporation of structural analysis into the technical design of theatrical scenery has become a necessary tool of every Technical Director. This course continues the study from THEA 422 Structures for the Stage I. More advanced vocabulary and mathematical equations are examined in depth. Topics such as complex structural steel design, structural aluminum design, plywood design, and truss design will be covered. 3 graduate hours. No professional credit. 	THEA 422.	3 hours	
Spring	2024	THEA	Colloquium Design & Theat Tech	550	Projects in design for the theatre or in theatre technology, including stage scenery, costuming, lighting, makeup, projections, and sound and stage systems. May be repeated to a maximum of 32 hours. 	Enrollment limited to graduate students in theatre design and technology.	4 OR 8 hours	
Spring	2024	THEA	Topics in Stage Management	559	This course surveys advanced topics in stage management focusing on skill building and development for graduate students preparing to enter the professional world. Advanced stage management techniques are discussed with an eye to promoting innovation. Assignments are designed to provide a laboratory experience where students can apply critical thinking, scholarly research, experimentation, collaboration and writing skills relevant to real-world scenarios and often with practical outcomes or applications. 2 graduate hours. No professional credit. May be repeated to a maximum of 12 hours. 	MFA Stage Management majors only.	2 hours	
Spring	2024	THEA	Seminar in Theatre Theory	562	Studies in theories of drama, theatre, and performance. Examination of major theorists in both theatre scholarship and critical theory. Emphasis placed on studies in methodology. Specific topics may vary. May be repeated in separate terms to a maximum of 16 hours.		4 hours	
Spring	2024	THEA	Colloquium in Acting: Dynamics	571	Intensive professional training in voice and movement skills for the actor. May be repeated to a maximum of 6 hours. 	Enrollment limited to graduate acting students; concurrent registration in THEA 572, THEA 573 and THEA 574.	1 hours	
Spring	2024	THEA	Colloquium in Acting: Voice	572	Intensive professional training in voice and speech for the actor. May be repeated to a maximum of 12 hours. 	Enrollment limited to graduate acting students; concurrent registration in THEA 571, THEA 573 and THEA 574.	2 hours	
Spring	2024	THEA	Colloquium in Acting: Movement	573	Intensive professional training in movement and stage combat for the actor. Additional fees may apply. See Class Schedule. 2 graduate hours. No professional credit. May be repeated to a maximum of 12 hours. 	Enrollment limited to graduate acting students; concurrent registration in THEA 571, THEA 572 and THEA 574.	2 hours	
Spring	2024	THEA	Colloquium in Acting: Acting	574	Intensive professional training in acting with a different focus each term on a particular style of dramatic literature. May be repeated to a maximum of 18 hours. 	Enrollment limited to graduate acting students; concurrent registration in THEA 571, THEA 572 and THEA 573.	3 hours	
Spring	2024	THEA	Special Problems	591	Individual research in selected topics by arrangement with the instructor. 0 to 8 graduate hours. No professional credit. Approved for Letter and S/U grading. May be repeated up to 72 hours if topics vary. 	Consent of instructor.	0 TO 8 hours	
Spring	2024	THEA	Creative Project	595	Open to MFA, MA, and PhD in Theatre 1 to 8 graduate hours. No professional credit. May be repeated up to 20 hours in the same term or 72 hours in separate terms, if topics vary. 	Consent of instructor.	1 TO 8 hours	
Spring	2024	THEA	Thesis Research	599	Approved for S/U grading only. May be repeated. 	Consent of instructor.	0 TO 16 hours	
Spring	2024	TMGT	Product Design and Development	366	Same as BADM 366. See BADM 366.		3 hours	
Spring	2024	TMGT	Tech, Eng, & Mgt Final Project	461	Same as BADM 461. See BADM 461.		4 hours	
Spring	2024	TRST	Translation and Interpreting Theory & Practice	410	Study of the theory and methods of translation and interpreting. Emphasis is on contemporary theoretical trends in the translation and interpreting fields, and practical application of theoretical models. 3 undergraduate hours. 4 graduate hours. 	Departmental approval.	3 OR 4 hours	
Spring	2024	TRST	Chinese Poetry and Translation	430	Same as EALC 425. See EALC 425.		3 hours	
Spring	2024	TRST	Audio Visual Translation Studies	432	Examination of how subtitles are produced, how multimodal translation works, the growing discipline of audiovisual translation, as well as hands-on training in subtitling. Students will review the history of audiovisual translation, practice using subtitling software, and produce their own subtitles for segments of films they select. Students may work from any other language into English. Access to a PC computer strongly encouraged. 3 undergraduate hours. 4 graduate hours. 	Six semesters of foreign language study at the college level, or equivalent competence.	3 OR 4 hours	
Spring	2024	TRST	Translation and Interpreting: Reflective Practice	500	Exploration of the ethical and epistemological dimensions of translation and interpreting. Through discussion of primary texts and case studies, this course aims to take students beyond codified codes of professional ethics to discover the intellectual traditions (e.g., hermeneutics and philosophy of language, critical social theory, virtue ethics, etc.) that frame reflective practice. Topics include the nature of language, dialogue across difference, and the crafting of a personally fulfilling and morally responsive life of practice. This course is designed as a transition to professional practice, to be taken shortly before graduation. 4 graduate hours. No professional credit. 	TRST 410 or consent of instructor.	4 hours	
Spring	2024	TRST	Applied LiteraryTranslation II	502	Focuses on the practice and strategies of literary translation through the study of what prominent and successful translators have written about their own experience and through comparative analysis of prize-winning translations. Students will be exposed to reader response theory and the role of the translator as cultural agent while learning how to produce paratext for their translations (prefaces, notes, etc.) and developing skills in translation, editing, grant-writing, and participation in professional associations. Same as CWL 512, EALC 512, GER 512, and SLAV 502. 4 graduate hours. No professional credit. 	TRST 501 or consent of unit.	4 hours	
Spring	2024	TRST	Computer-Assisted Translation	503	A foundation course in the history, technical underpinnings and functionality of computer-assisted translation (CAT). Students work with several CAT tools and learn the functions and features of CAT, including Project set-up, Translation Memory, Termbase, Alignment, File filters, Quality Assurance, Reports, Review files, Machine Translation, and Autosuggest dictionaries. Campus students should have access to a laptop that can be brought to class. 4 graduate hours. No professional credit. 	Six semesters of non-English language study or equivalent competence.	4 hours	
Spring	2024	TRST	Commercial & Technical Translation	505	Theoretical and practical aspects of translation of various genres of commercial and technical content, for example, annual reports, product specifications, marketing web sites, user manuals, online help, etc. 4 graduate hours. No professional credit. 	Six semesters of non-English language study or equivalent competence.	4 hours	
Spring	2024	TRST	Capstone	540	Original capstone project completed as the culmination of the MA in Translation and Interpreting. 4 graduate hours. No professional credit. 	TRST 407 and TRST 410.	4 hours	
Spring	2024	TRST	Conference Interpreting	542	Introduction to conference interpreting and its main theoretical concepts. Core skills will be introduced and practiced, such as understanding the spoken language and language analysis techniques, acquisition of subject matter knowledge, terminology management, verbal expression skills, and mastery of technology for conference interpreting. Intensive interpreting practice in simultaneous interpreting in the students' language pairs. 4 graduate hours. No professional credit.		4 hours	
Spring	2024	TRST	Special Topics in Translation	580	Covers topics of special interests to rising professional translators in the three areas of specialization of the MA in Translation and Interpreting: Applied Literary Translation, Translation for the Professions and Interpreting. Examples of topics may include: Translation for Government, Literary Translation, Translation and Digital Humanities. May be repeated in separate terms for a maximum of 8 hours.		4 hours	
Spring	2024	TURK	Elementary Turkish II	202	Continuation of TURK 201, with introduction of more advanced grammar; emphasis on more fluency in speaking, reading, and writing simple sentences in standard Turkish. Participation in the language laboratory required. 	TURK 201 or equivalent.	5 hours	
Spring	2024	TURK	Language and Culture in Turkey	270	"As a country located at the crossroads of Asia, Europe and Africa, Turkey has always been under the spotlight. In this course, we will study the dynamic relationship between language and culture in Ottoman and modern Turkey through a timely analysis of its transition from a long-lasting empire to a young ""secular"" nation-state. We will examine the complexities of Turkish modernity from a holistic perspective to better comprehend how central Asian and Middle Eastern cultural influences, continuities, and transformations gave birth to modern Turkish language. The course should help you not only in developing an understanding of the Turkish language within a cultural framework, but also in gaining insight into Turkey's history, politics, literature, and media. No former knowledge of Turkey or the Turkish language is required. Same as ANTH 272, GLBL 272, and SAME 272."		3 hours	Cultural Studies - Non-West
Spring	2024	TURK	Advanced Turkish II	406	Continuation of TURK 405 with increased emphasis on conversational fluency and comprehension of advanced level grammar in the reading of a variety of prose texts on current cultural issues. 3 undergraduate hours. 3 graduate hours. 	TURK 405 or equivalent.	3 hours	
Spring	2024	TURK	Special Topics in Turkish	490	Provides an opportunity to focus on various aspects of Turkish language, culture, and society. 2 to 4 undergraduate hours. 2 to 4 graduate hours. Approved for letter and S/U grading. May be repeated in separate terms.		2 TO 4 hours	
Spring	2024	UKR	Basic Ukrainian II	102	Continuation of UKR 101. 	UKR 101 or equivalent proficiency.	4 hours	
Spring	2024	UKR	Undergraduate Open Seminar	199	May be repeated.		1 TO 5 hours	
Spring	2024	UKR	Second-Year Ukrainian II	202	Selected readings in contemporary Ukrainian literature. 	UKR 201 or equivalent.	4 hours	
Spring	2024	UP	Urban Informatics I	116	Introduces students to basic analytical techniques used to better understand how cities work. Topics include the foundational statistical concepts of data, variation, and inference. Students formulate a research question about an urban studies or planning issue, collect data, use statistical software to analyze data, and communicate the findings.		3 hours	Quantitative Reasoning I
Spring	2024	UP	Urban Sustainability	136	Provides students with a basic understanding of how to make cities more sustainable by connecting how and where we live to environmental issues. Emphasis on green infrastructure and urban systems, vulnerability and resilience, green design and construction methods, energy production and consumption, and water conservation.		3 hours	Social & Beh Sci - Soc Sci
Spring	2024	UP	Cities in a Global Perspective	185	Introduction to the process of urbanization from a global perspective by exploring the social, political, cultural and economic forces that shape urban life. Students will learn to analyze urban development in a range of cities including those in the Middle East and South Asia, Latin America and Africa.		3 hours	Social & Beh Sci - Soc Sci,Cultural Studies - Non-West
Spring	2024	UP	Undergraduate Open Seminar	199	Undergraduate open seminar course in the Department of Urban and Regional Planning May be repeated.		1 TO 5 hours	
Spring	2024	UP	Planning in Action	201	Introduces students to different career paths open to urban studies and planning majors. Students interact with professionals and take part in hands-on activities related to different concentration areas: sustainability, policy & planning, social justice and global cities.		3 hours	
Spring	2024	UP	Chicago: Planning & Urban Life	204	Provides a broad introduction to social science theories and analysis methods, and uses the City of Chicago as a semester-long case study to examine how people, communities, and governments plan a city. Draws upon theories and methods of several social science disciplines including economics, geography, political science, anthropology, and sociology. Balances themes and concepts from the assigned readings with discussion of Chicago-specific case studies and hands-on application of fundamental analysis techniques. Credit is not given for both UP 204 and UP 203. 	UP 101.	3 hours	
Spring	2024	UP	Ecology & Environmental Sustainability	205	Basic ecological principles underlying environmental sustainability. Examination of problems that arise from inadequate consideration of structure and function of ecological systems, and approaches to ecological restoration and environmentally sound planning. Applications of principles to case studies drawn from urban planning, natural resource management and sustainable development.		3 hours	Nat Sci & Tech - Life Sciences
Spring	2024	UP	Environmental Economics	210	Same as ACE 210, ECON 210, ENVS 210, and NRES 210. See ACE 210.		3 hours	Social & Beh Sci - Soc Sci
Spring	2024	UP	Local Planning, Gov't and Law	211	Provides students with a basic understanding of the governmental structure, legal aspects, and practice of local municipal planning, with special emphasis on case law, constitutional principles, zoning, subdivision regulations and comprehensive planning. Gives an introduction for students interested in pursuing more advanced studies in land use law and local government planning.		3 hours	
Spring	2024	UP	Transportation Planning: Fundamentals and Innovations	230	Introduces fundamental concepts and emerging shifts/innovations in the field of transportation planning. The course will prepare students to address the following questions: What does our transportation system look like today, and how did we get here? How do people make decisions about travel? What are the impacts of these decisions on the environment, the economy, social equity, congestion, public health, and safety? Will autonomous vehicles simply encourage more driving, or can they be harnessed in a way that supports wider community goals? How do we design streets that are safe for all travel modes? Through a combination of discussions, case studies, and hands-on activities, students will think critically and creatively about these questions and about the role of transportation planners in creating positive change for communities. Credit will not be given for UP 230 if credit was given for UP 199-LB in Spring 2020 or Spring 2021.		3 hours	
Spring	2024	UP	Urban Informatics II	316	Provides an introduction to formal methods for collecting and analyzing data required in various planning processes. Methods include survey research, regional demographic and economic analysis, forecasting techniques, benefit-cost analysis, and decision analysis. 	UP 116 or an introductory statistics course.	3 hours	Quantitative Reasoning II
Spring	2024	UP	Junior Planning Workshop	347	Provides students with an opportunity to further develop planning skills and knowledge to prepare for an advanced level urban planning workshop. Students will work in small groups to define and solve planning problems as they improve skills in data collection and analysis, mapping and spatial analysis, design, oral and written communication and presentation, public engagement, teamwork, and consensus building. Specific projects associated with the workshop will vary from year to year. 	UP 312. Intended for juniors in the Department of Urban and Regional Planning.	4 hours	
Spring	2024	UP	Planning Internship	390	Professionally supervised field experience in public and private planning or development agencies. Designed to introduce students to professional employment and actual planning practice. Students work in an agency of their own choice, subject to departmental approval, either during the summer session or part-time during a regular term. At least two weeks of full-time employment or its equivalent is required for each term hour of credit to a maximum of 4 hours. Summary reports are submitted by both employer and student. Approved for S/U grading only. May be repeated. Counts toward the Capstone Experience Requirement. 	Upper division undergraduate standing in urban planning.	0 TO 4 hours	
Spring	2024	UP	Undergraduate Project	397	Special projects and applied research related to real world urban problems and professional practice. One credit hour requires approximately 80 hours of work. May be repeated to a maximum of 3 hours. 	Consent of Capstone advisor. Restricted to upper division students in Urban Planning.	1 TO 3 hours	
Spring	2024	UP	Undergraduate Capstone Seminar	401	Seminar for peer discussion about the capstone experience and required capstone experience presentation. Students will attend lectures and workshops about career opportunities, resume writing, interviewing, and networking. Meets on a monthly basis. 1 undergraduate hour. No graduate credit. Approved for S/U grading only. May be repeated in separate terms to a maximum of 2 hours. 	Restricted to Senior standing.	1 hours	
Spring	2024	UP	Urban Ecology	406	Examines cities as natural systems, combining ecological analyses with historical, anthropological, and sociological studies of urban nature. Addresses ecological sustainability, growth management, biodiversity, restoration, and environmental justice. Required field trip. Same as ENVS 406. 4 undergraduate hours. 4 graduate hours.		4 hours	
Spring	2024	UP	Community Development in the Global South	423	Introduces students to the main theoretical frameworks and conceptual building blocks of urban and community development in the Global South. It helps students to develop critical grassroots focused understanding of the approaches to development planning, the notion of community participation and empowerment, and the role of various actors including the non-government organizations and the community-based groups. 4 undergraduate hours. 4 graduate hours.		4 hours	
Spring	2024	UP	Urban Design and Planning	426	Concepts and techniques of urban analysis, plan making, and implementation essential for effective interdisciplinary work in urban design. 4 undergraduate hours. 4 graduate hours. 	Senior standing.	4 hours	
Spring	2024	UP	Urban Transportation Modeling	431	Provides the basic skills needed to understand how planners and decision makers use information about travel behavior to plan transportation investments. Students will gain applied experience with travel demand modeling software. Additional course topics include an introduction to travel behavior theory, travel model evaluation, and emerging modeling applications. 3 undergraduate hours. 4 graduate hours. 	UP 430, UP 460, or CEE 417, or consent of instructor. Junior standing required.	3 OR 4 hours	
Spring	2024	UP	Pedestrian and Bicycle Planning	434	Introduces the fundamentals of planning for pedestrian and bicycle transportation. Students will learn about the benefits and challenges of planning for walking and cycling; the roles of plans, policies, and infrastructure in supporting active travel; key elements of infrastructure design; methods to assess safety and access; and processes to create, implement, and evaluate plans and programs. Activities will include interactive discussions, hands-on exercises such as safety audits and site analyses, and a client-based project addressing real-world community needs. 3 undergraduate hours. 4 graduate hours. Credit will not be given for UP 434 if credit was given for UP 494-LB in Fall 2018.		3 OR 4 hours	
Spring	2024	UP	Disasters and Urban Planning	438	Introduction to the role of urban planners in preparing for and rebuilding after disasters. Emphasizes U.S. planning practice, with particular attention to the role of local government. Includes basic U.S. emergency management laws and framework, local mitigation planning, and post-disaster recovery planning. 4 undergraduate hours. 4 graduate hours. 	Graduate standing, senior in Urban Planning, or consent of instructor.	4 hours	
Spring	2024	UP	Sustainable Planning Seminar	446	Same as GGIS 446, LA 446, and NRES 446. See LA 446.		4 hours	
Spring	2024	UP	Energy & the Built Environment	466	Same as LA 466. See LA 466.		4 hours	
Spring	2024	UP	Real Estate Development Fundamentals	475	This course will provide an introduction to the fundamental concepts and techniques applied in the real estate development process. In addition, this course will examine both the broader economic and social context in which real estate development is situated as well as how various professions interact within this context. Course assessments will include several case study assignments and a group project using an actual development site that will provide students with the chance to apply the concepts and techniques learned in the course, culminating in a final report and presentation. The overall objective of the course is to provide students with a useful framework for understanding the real estate development process, allowing them to identify viable development opportunities and analyze real estate development projects, while weighing the economic, social, and environmental costs and benefits for a community. 4 undergraduate hours. 4 graduate hours. Credit is not given for UP 475 if credit was already given for UP 494-RE. 	This course has no prerequisites, however, having had at least an introductory urban planning class would be helpful. Upper-level or graduate standing is recommended.	4 hours	
Spring	2024	UP	Community Development Workshop	478	Application of community development principles and techniques to the solution of environmental, economic and social problems facing low income urban communities. Involves small group projects and off-campus field work in collaboration with community leaders. 4 undergraduate hours. No graduate credit. 	UP 347 Junior Workshop or consent of the instructor. Restricted to Urban Studies and Planning or Sustainable Design undergraduate major(s). Not intended for graduate students or students with Freshman, Sophomore, or Junior class standing.	4 hours	
Spring	2024	UP	Sustainable Design Principles	480	Same as LA 480. See LA 480.		2 hours	
Spring	2024	UP	Planning with Climate Change	486	This junior/senior/graduate level course introduces the role of planning in addressing the climate crisis, through the lens of social and environment justice. Topics include the science of climate change, climate justice, greenhouse gas emissions reductions strategies, and adaptation planning. In addition to weekly in-class and on-line assignments, students will work in small teams to conduct a climate action plan for a local small business. 4 undergraduate hours. 4 graduate hours. Credit is not given if credit has already been given for UP 494-SK.		4 hours	
Spring	2024	UP	Special Topics in Planning	494	Seminar on topics of current interest, as announced in the Schedule. 1 to 6 undergraduate hours. 1 to 6 graduate hours. May be repeated to a maximum of 16 hours.		1 TO 6 hours	
Spring	2024	UP	Urban History and Theory	504	Historical and international comparison of the origins and evolution of cities, the process of urbanization, and the human endeavor to effect urban growth and change. Includes history of urban physical form and of planning efforts, emphasizing planning origins in the nineteenth century and transnational influences. Includes equity issues of urban spatial arrangement, including racial segregation and housing market differentiation. Covers elements of urban physical form, including grid and organic structure, commercial city forms, the urban skyline, and urban sprawl. 	Graduate standing in Urban Planning or consent of instructor.	4 hours	
Spring	2024	UP	Urban and Regional Analysis	505	Techniques, data sources, and skills for analyzing regions as economic, social, and spatial systems. The first half of the course focuses on understanding current conditions and trends, and the second half on forecasting most likely and alternative futures. Students may opt to enroll for only the first 8 weeks and receive 2 hours of credit. 	Graduate standing in Urban Planning or consent of instructor.	2 OR 4 hours	
Spring	2024	UP	Law and Planning	511	Examines the legal framework within which planning takes place in urban areas of this country. Emphasizes the role of law in structuring local government responses to social, economic and physical planning issues and in allocating power among local governments, between local governments and state and federal governments, and between governments and the private sectors of society. Course may not be repeated for credit.		4 hours	
Spring	2024	UP	Advanced Applications of GIS	519	Advanced course in geographic information systems emphasizing application of GIS to problems involving spatial analysis. Building upon fundamental concepts, students learn to use GIS software frequently found in planning practice. Also prepares students to use GIS in research requiring management and analysis of geographic data. Extensive use of computing workstations. 	UP 418 or consent of instructor.	4 hours	
Spring	2024	UP	Economic Development Policy	545	Explores and evaluates urban and regional economic development policy in the U.S. Taking the twin lenses of cities and urbanized regions, it asks why the public sector engages in economic development; how the goals of economic development are defined; and how different policies attempt to steer economic activity and jobs to particular places. The course pays special attention to the question of equity, asking who will benefit from different policies.		4 hours	
Spring	2024	UP	Land Use Policy and Planning	546	Examines a variety of approaches to land use policy and planning, from both a theoretical and an applied perspective. Explores different values in American land use policy, recent evolution of land use policy. Taught as a seminar.		4 hours	
Spring	2024	UP	Neighborhood Analysis	570	Techniques for analyzing the demographic, economic, physical, and social conditions that exist at the neighborhood and local government scale. While our focus will be on analyzing current conditions, we will also learn how to tell stories about neighborhood change, and will learn how to project and forecast future trends. We will learn how to describe community characteristics with small area census data, work with local administrative data, and will learn how to design primary data collection strategies to fill in gaps in knowledge gained through exploration and analysis of existing data. 4 graduate hours. No professional credit. 	UP 517.	4 hours	
Spring	2024	UP	Sustainable Urban Systems	576	Same as CEE 592 and NRES 592. See CEE 592.		4 hours	
Spring	2024	UP	Professional Internship	590	Summer, part-time, or other professional-level employment in the field of planning, usually in an area of concentration; exposure to the social, political, and institutional setting in which planning operates; and full documentation of internship activities required. Approved for S/U grading only. 	Consent of instructor.	0 hours	
Spring	2024	UP	Capstone Seminar	591	Provides capstone guidance and advising to MUP students (non-thesis and thesis track). 0 OR 4 graduate hours. No professional credit. Approved for Letter and S/U grading. May be repeated in separate terms to a maximum of four hours.		4 hours	
Spring	2024	UP	Doctoral Urban Planning Seminar	592	The Doctoral Students in Urban Planning (DSUP) seminar is an invaluable platform of intellectual development for PhD students in the Department of Urban & Regional Planning (DURP) and an effective medium in building a community of scholars. The seminars facilitate exchange of ideas and perspectives among DSUP members as well as the faculty. It serves as a support system for all members of DSUP, who are at different stages in their research and doctoral studies, and provides a shared space for students to present their research and to solicit critical, yet constructive, peer reviews and advice. 0 graduate hours. No professional credit. Approved for S/U grading only. 	For PhD students in Regional Planning only.	0 hours	
Spring	2024	UP	Independent Study	596	Independent study in selected urban and regional planning topics under the supervision of an appropriate member of the faculty. Can be used by doctoral students for synthesis paper requirement. Approved for both letter and S/U grading. May be repeated to a maximum of 8 hours if topics vary.		0 TO 8 hours	
Spring	2024	UP	Urban Planning Research	597	Individual research work under the supervision of an appropriate member of the faculty. Approved for S/U grading only. May be repeated to a maximum of 8 hours. May be used by doctoral students for the research paper requirement. 	Graduate Standing in Urban and Regional Planning, consent of instructor, and consent of the Department.	1 TO 4 hours	
Spring	2024	UP	Master's Project	598	Major independent or small group project applying planning principles and methods to a current problem in urban and regional planning resulting in a final professional product. Approved for S/U grading only. 	Graduate standing in Urban and Regional Planning, consent of instructor, and consent of the Department.	4 OR 8 hours	
Spring	2024	UP	Thesis Research	599	Approved for S/U grading only. May be repeated to a maximum of 8 hours for Master's students. May be repeated to a maximum of 16 hours for PhD students. 	Graduate standing in Urban and Regional Planning, consent of instructor, and consent of the Department.	0 TO 16 hours	
Spring	2024	VCM	Zoological Medicine Seminar	501	Discussion of selected topics and literature pertaining to zoological, wildlife and aquatic animal medicine and presentation of a formal seminar. May be repeated to a maximum of 6 hours. 	Post DVM and enrolled in the Zoological and Aquatic Animal Residency Program.	2 hours	
Spring	2024	VCM	Current Lit in Equine Med Surg	503	This course will use current primary literature in the fields of equine medicine and surgery as a gateway to discussion. Current literature will be reviewed, critiqued, and discussed in the context of current equine clinical practice. Students are expected to be graduate veterinarians with a thorough understanding of equine medical and surgical concepts before enrolling in the course. May be repeated to a maximum of 6 hours. 	Graduate Veterinarian or consent of instructor.	1 hours	
Spring	2024	VCM	Introduction to Veterinary Science	505	The course is broken into three major pillars of information: anatomy/physiology, including necessary information from major body systems (cardiovascular, gastrointestinal, renal, nervous, and reproductive), evolutionary biology/bioinformatics, and microbiology/virology. Each Module will be presented with a series of short video lectures with suggested reading and reference materials to support that Module’s concepts. Discussion boards will be posted each week to integrate concepts and drive discussion based on the weekly topic. 3 graduate hours. No professional credit. 	Restricted to students in MVS program.	3 hours	
Spring	2024	VCM	Topics in Pathophysiology	506	Advanced review and discussion of topics pertaining to the physiology/pathophysiology, diagnosis, and current therapies for diseases in the field of small animal emergency and critical care medicine. May be repeated to a maximum of 6 hours. 1 graduate hour. No professional credit. May be repeated in separate semesters to a maximum of 6 hours. 	DVM degree. Restricted to Vet Med students.	1 hours	
Spring	2024	VCM	Veterinary Form and Function	507	Focuses on foundational knowledge in anatomy and physiology, with an introduction to case-based thinking while studying the major body systems. Students will learn how to identify anatomical structures in different body systems, summarize similarities and differences between species, explain normal physiological systems in domestic animal species, and predict which body systems are abnormal with case-based discussions. 3 graduate hours. No professional credit.		3 hours	
Spring	2024	VCM	Trans Mol Path Veterinary Dz	508	Translation Molecular Pathogenesis of Veterinary Disease (Trans Mol Path Veterinary Dz) equips graduate students with knowledge and skills needed to understand molecular pathologic processes and determine how they translate to clinical manifestations of disease. The pathologic processes to be covered including those involved in cellular response to stress, inflammation, tissue repair, circulation and hemodynamics, immunity, cancer, and infectious disease. Translational associations that link pathologic mechanisms with disease manifestations commonly encountered in companion animal veterinary practice will be emphasized and will promote comprehensive bench-to-bedside learning.		3 hours	
Spring	2024	VCM	Biology of Veterinary Pathogen	509	Includes an overview of relevant veterinary microbiology and the interaction between microbes and their hosts. The course will build upon knowledge acquired in VCM 507. Students will learn how to identify host defenses and summarize similarities and differences between body systems, identify and explain tissue tropism and disease patterns of different veterinary pathogens, and predict with body systems will be targeted by pathogens. 3 graduate hours. No professional credit. 	VCM 505 or VCM 507.	3 hours	
Spring	2024	VCM	Science of Health Homeostasis	513	Individual animals and populations are continually exposed to internal and external hardships and to specific health challenges. To live healthy and productive lives, animals must resist and/or adapt to a wide range of health ordeals and difficulties. This ability or capacity of an individual to adapt to change and challenge is termed homeostasis and is a key concept in the design and implementation of health management strategies. 3 graduate hours. No professional credit. 	Students must complete VCM 507 and VCM 509 maintaining a B or better to advance to VCM 513. All students must have a bachelor’s degree with a 3.0 GPA or better.	3 hours	
